Fecha del HC,Turno,Crcy,Fecha Nacimiento,Edad,Genero,Estado Civil,Hijos,Fecha de ingreso,Antigüedad,Lugar de nacimiento,Escolaridad
2/26/2019,TURNO 04,MXN,7/25/1997,21.6,Male,Single,0,10/26/2017,1.3,JUAREZ,Universidad
2/26/2019,9.5B,MXN,4/3/1995,23.9,Male,Single,0,10/26/2017,1.3,CHIHUAHUA,Universidad
2/26/2019,TURNO 02,MXN,5/7/1994,24.8,Male,Single,0,10/26/2017,1.3,JUAREZ,Universidad
2/26/2019,TURNO 04,MXN,7/13/1971,47.7,Male,Div.,4,11/2/2017,1.3,CULIACAN,Carrera técnica
2/26/2019,TURNO 01,MXN,6/16/1991,27.7,Male,SigOth,1,11/2/2017,1.3,JUAREZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,11/8/1995,23.3,Male,Single,0,11/2/2017,1.3,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,9/18/1981,37.5,Male,Marr.,5,11/2/2017,1.3,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,9/20/1978,40.5,Male,Marr.,1,11/9/2017,1.3,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,10/27/1984,34.4,Male,Single,0,11/9/2017,1.3,JUAREZ,Secundaria
2/26/2019,TURNO 02,MXN,4/14/1978,40.9,Male,SigOth,0,11/9/2017,1.3,CHIHUAHUA,
2/26/2019,TURNO 03,MXN,8/19/1995,23.5,Male,Single,0,11/9/2017,1.3,SINALOA,Bachillerato generál
2/26/2019,TURNO 01,MXN,9/19/1999,19.5,Female,Single,0,11/16/2017,1.3,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,9/11/1982,36.5,Male,Marr.,3,11/16/2017,1.3,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,9/8/1997,21.5,Male,Single,0,11/16/2017,1.3,JUAREZ,Universidad
2/26/2019,ADMINIST,MXN,7/17/1994,24.6,Male,Single,0,11/16/2017,1.3,JUAREZ,Bachillerato generál
2/26/2019,ADMINIST,MXN,6/13/1993,25.7,Male,Single,0,11/16/2017,1.3,JUAREZ,Universidad
2/26/2019,TURNO 03,MXN,8/19/1992,26.5,Male,Single,1,11/16/2017,1.3,VERACRUZ,Secundaria
2/26/2019,TURNO 03,MXN,12/11/1974,44.2,Male,Div.,2,11/16/2017,1.3,PUEBLA,Carrera técnica
2/26/2019,ADMINIST,MXN,3/14/1995,24,Female,Single,0,11/23/2017,1.3,JUAREZ,Universidad
2/26/2019,TURNO 03,MXN,7/27/1984,34.6,Male,SigOth,2,11/23/2017,1.3,CHIHUAHUA,Carrera técnica
2/26/2019,ADMINIST,MXN,9/22/1992,26.4,Female,Single,2,11/23/2017,1.3,VERACRUZ,Universidad
2/26/2019,TURNO 01,MXN,7/15/1994,24.6,Male,Single,0,11/23/2017,1.3,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,4/24/1995,23.9,Male,Single,0,11/23/2017,1.3,VERACRUZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,5/26/1999,19.8,Female,Single,0,11/30/2017,1.2,JUAREZ,Universidad
2/26/2019,TURNO 05,MXN,2/23/1974,45,Male,Marr.,3,11/30/2017,1.2,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,5/1/1979,39.9,Male,SigOth,3,11/30/2017,1.2,JUAREZ,Carrera técnica
2/26/2019,TURNO 04,MXN,6/16/1986,32.7,Male,Single,0,11/30/2017,1.2,TORREON,Universidad
2/26/2019,TURNO 01,MXN,1/20/1981,38.1,Male,Single,0,11/30/2017,1.2,SAN RAFAEL CALERIA,Bachillerato generál
2/26/2019,TURNO 03,MXN,6/28/1982,36.7,Male,Marr.,2,12/7/2017,1.2,CINTALPA,Carrera técnica
2/26/2019,TURNO 05,MXN,6/16/1998,20.7,Male,Single,0,12/7/2017,1.2,COAHUILA,Universidad
2/26/2019,TURNO 04,MXN,6/24/1992,26.7,Female,Marr.,2,12/7/2017,1.2,DURANGO,Secundaria
2/26/2019,TURNO 01,MXN,9/29/1994,24.4,Male,Single,0,12/7/2017,1.2,VERACRUZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,12/24/1979,39.2,Female,Single,2,12/7/2017,1.2,VERACRUZ,Secundaria
2/26/2019,TURNO 02,MXN,7/28/1979,39.6,Male,Marr.,2,12/7/2017,1.2,VERACRUZ,Carrera técnica
2/26/2019,TURNO 05,MXN,7/7/1992,26.7,Male,SigOth,1,12/7/2017,1.2,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,5/24/1981,37.8,Male,SigOth,4,12/7/2017,1.2,DURANGO,Bachillerato generál
2/26/2019,TURNO 01,MXN,9/8/1991,27.5,Male,,2,12/7/2017,1.2,JUAREZ,Bachillerato generál
2/26/2019,ADMINIST,MXN,12/6/1988,30.2,Female,Single,1,12/14/2017,1.2,CHIHUAHUA,Universidad
2/26/2019,ADMINIST,MXN,2/6/1994,25.1,Male,Single,0,12/14/2017,1.2,CHIHUAHUA,Universidad
2/26/2019,TURNO 04,MXN,6/22/1994,24.7,Male,Marr.,1,12/14/2017,1.2,JUAREZ,Universidad
2/26/2019,ADMINIST,MXN,2/12/1993,26.1,Male,Single,0,12/14/2017,1.2,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,4/27/1982,36.9,Male,SigOth,2,12/14/2017,1.2,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,6/29/1995,23.7,Female,Single,0,12/14/2017,1.2,JUAREZ,Universidad
2/26/2019,TURNO 05,MXN,5/22/1979,39.8,Male,Marr.,3,12/21/2017,1.2,CHIAPAS,Secundaria
2/26/2019,TURNO 01,MXN,2/26/1997,22,Female,Single,0,12/21/2017,1.2,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,9/2/1999,19.5,Male,Single,0,12/21/2017,1.2,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,11/16/1995,23.3,Male,Single,0,12/21/2017,1.2,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,6/30/1990,28.7,Male,Marr.,2,12/28/2017,1.2,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,11/19/1977,41.3,Male,Marr.,3,12/28/2017,1.2,TORREON,Carrera técnica
2/26/2019,TURNO 04,MXN,6/4/1966,52.8,Female,Marr.,2,1/4/2018,1.1,CHIHUAHUA,Secundaria
2/26/2019,TURNO 05,MXN,6/29/1991,27.7,Male,Single,0,1/4/2018,1.1,VERACRUZ,Bachillerato generál
2/26/2019,TURNO 02,MXN,4/28/1975,43.9,Male,SigOth,3,1/4/2018,1.1,CHIHUAHUA,Bachillerato generál
2/26/2019,TURNO 01,MXN,9/11/1993,25.5,Female,Marr.,1,1/11/2018,1.1,JUAREZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,1/11/1982,37.2,Male,Marr.,1,1/11/2018,1.1,JUAREZ,Universidad
2/26/2019,TURNO 05,MXN,1/22/1982,37.1,Male,SigOth,5,1/11/2018,1.1,DURANGO,Bachillerato generál
2/26/2019,TURNO 01,MXN,12/26/1994,24.2,Female,Single,2,1/18/2018,1.1,JUAREZ,Secundaria
2/26/2019,TURNO 02,MXN,5/17/1971,47.8,Male,Marr.,3,1/18/2018,1.1,COAHUILA,Carrera técnica
2/26/2019,TURNO 03,MXN,1/21/1985,34.1,Male,SigOth,0,1/18/2018,1.1,VERACRUZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,6/8/1996,22.7,Male,Single,0,1/25/2018,1.1,VERACRUZ,Universidad
2/26/2019,TURNO 01,MXN,7/24/1977,41.6,Female,Marr.,6,1/25/2018,1.1,CHIHUAHUA,Secundaria
2/26/2019,TURNO 05,MXN,1/1/1986,33.2,Male,SigOth,1,1/25/2018,1.1,CHIHUAHUA,Carrera técnica
2/26/2019,TURNO 02,MXN,7/10/1981,37.7,Male,Div.,2,1/25/2018,1.1,DURANGO,Bachillerato generál
2/26/2019,ADMINIST,MXN,4/10/1996,22.9,Female,Single,0,1/25/2018,1.1,CHIHUAHUA,Universidad
2/26/2019,TURNO 02,MXN,10/1/1994,24.4,Female,Single,0,11/30/2016,2.2,LERDO,Bachillerato generál
2/26/2019,TURNO 05,MXN,5/15/1988,30.8,Male,Marr.,2,11/30/2016,2.2,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,12/2/1974,44.3,Male,SigOth,3,12/7/2016,2.2,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,6/16/1983,35.7,Male,Single,1,12/7/2016,2.2,DURANGO,Secundaria
2/26/2019,MC320700,MXN,7/7/1994,24.7,Male,Single,0,12/7/2016,2.2,JUAREZ,Bachillerato generál
2/26/2019,TURNO 05,MXN,7/19/1993,25.6,Male,Marr.,0,12/7/2016,2.2,ESCARCEGA,Universidad
2/26/2019,TURNO 02,MXN,1/2/1963,56.2,Male,Marr.,2,12/7/2016,2.2,HUIMANGUILLO,Secundaria
2/26/2019,TURNO 02,MXN,11/2/1986,32.3,Male,Single,0,12/13/2016,2.2,MARTINEZ DE LA TORRE,Bachillerato generál
2/26/2019,TURNO 01,MXN,11/18/1998,20.3,Male,Single,0,12/14/2016,2.2,JUAREZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,6/1/1996,22.8,Male,SigOth,0,12/14/2016,2.2,ZITACUARO,Secundaria
2/26/2019,TURNO 03,MXN,10/28/1994,24.3,Male,Single,1,12/14/2016,2.2,ORIZABA,Carrera técnica
2/26/2019,TURNO 02,MXN,10/15/1984,34.4,Male,Marr.,1,12/21/2016,2.2,CATEMACO,Universidad
2/26/2019,TURNO 01,MXN,3/2/1998,21,Male,Single,0,12/21/2016,2.2,TUXTLA,Carrera técnica
2/26/2019,TURNO 01,MXN,9/5/1989,29.5,Male,Single,1,12/21/2016,2.2,MINATITLAN,Universidad
2/26/2019,TURNO 03,MXN,9/7/1974,44.5,Male,Marr.,1,12/28/2016,2.2,JUAREZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,2/10/1996,23.1,Female,Single,0,12/28/2016,2.2,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,2/22/1994,25,Male,SigOth,2,1/4/2017,2.1,ECATEPEC,Bachillerato generál
2/26/2019,TURNO 01,MXN,4/19/1980,38.9,Male,SigOth,1,1/4/2017,2.1,ACAPULCO,Carrera técnica
2/26/2019,TURNO 01,MXN,3/9/1995,24,Male,Single,0,1/4/2017,2.1,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,10/5/1988,30.4,Male,SigOth,1,1/4/2017,2.1,MAZATLAN,Bachillerato generál
2/26/2019,TURNO 02,MXN,10/7/1995,23.4,Male,Single,0,1/11/2017,2.1,TLAMATOCA,Secundaria
2/26/2019,TURNO 02,MXN,7/3/1998,20.7,Male,Single,0,1/11/2017,2.1,JUAREZ,Secundaria
2/26/2019,TURNO 02,MXN,6/13/1975,43.7,Male,Marr.,3,1/11/2017,2.1,MARTINEZ DE LA TORRE,Secundaria
2/26/2019,TURNO 04,MXN,2/4/1982,37.1,Male,Marr.,2,1/18/2017,2.1,VILLA ANGEL R. CABADA,Carrera técnica
2/26/2019,TURNO 02,MXN,4/5/1978,40.9,Male,SigOth,3,1/18/2017,2.1,TABASCO,Secundaria
2/26/2019,ADMINIST,MXN,9/5/1987,31.5,Female,Single,1,1/18/2017,2.1,LERDO DE TEJADA,Carrera técnica
2/26/2019,TURNO 03,MXN,5/19/1984,34.8,Male,SigOth,3,1/18/2017,2.1,LA ANTIGUA,Bachillerato generál
2/26/2019,TURNO 01,MXN,10/11/1998,20.4,Male,Single,0,1/18/2017,2.1,JUAREZ,Secundaria
2/26/2019,TURNO 02,MXN,4/22/1995,23.9,Male,Single,0,1/25/2017,2.1,VERACRUZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,8/15/1980,38.6,Male,Marr.,1,1/25/2017,2.1,COAHUILA,Bachillerato generál
2/26/2019,TURNO 03,MXN,3/17/1972,47,Male,Marr.,3,1/25/2017,2.1,SAN FRANCISCO DEL ORO,Bachillerato generál
2/26/2019,TURNO 02,MXN,7/13/1987,31.6,Male,Marr.,1,1/25/2017,2.1,JUAREZ,Secundaria
2/26/2019,ADMINIST,MXN,1/26/1994,25.1,Female,Single,0,1/25/2017,2.1,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,11/26/1978,40.3,Male,Marr.,1,2/1/2017,2.1,ZACATECAS,Bachillerato generál
2/26/2019,TURNO 01,MXN,1/16/1979,40.1,Male,Marr.,3,2/1/2017,2.1,JUAREZ,
2/26/2019,TURNO 01,MXN,1/7/1982,37.2,Male,SigOth,2,2/1/2017,2.1,JIMENEZ,Carrera técnica
2/26/2019,TURNO 05,MXN,11/4/1981,37.3,Male,Marr.,2,2/1/2017,2.1,RANCHO NUEVO,Universidad
2/26/2019,TURNO 01,MXN,10/22/1985,33.4,Male,Marr.,1,2/9/2017,2,SANTA ROSA,Universidad
2/26/2019,TURNO 01,MXN,1/4/1992,27.2,Male,Marr.,1,2/16/2017,2,HIDALGO DEL PARRAL,Universidad
2/26/2019,TURNO 05,MXN,8/28/1978,40.5,Male,SigOth,3,2/23/2017,2,GUADALUPE VICTORIA,Universidad
2/26/2019,TURNO 02,MXN,8/19/1995,23.5,Female,Single,0,2/23/2017,2,OAXACA,Universidad
2/26/2019,TURNO 04,MXN,6/23/1997,21.7,Female,Single,0,2/23/2017,2,CD GOMEZ PALACIO,Universidad
2/26/2019,TURNO 02,MXN,12/19/1995,23.2,Male,SigOth,2,2/23/2017,2,MIGUEL ALEMAN,Secundaria
2/26/2019,TURNO 02,MXN,2/26/1995,24,Male,Single,0,2/23/2017,2,JUAREZ,Bachillerato generál
2/26/2019,TURNO 04,MXN,7/23/1996,22.6,Male,Single,0,3/2/2017,2,JUAREZ,Bachillerato generál
2/26/2019,TURNO 02,MXN,4/5/1989,29.9,Male,Marr.,3,3/2/2017,2,VERACRUZ,Secundaria
2/26/2019,TURNO 04,MXN,3/9/1998,21,Male,Single,0,3/9/2017,2,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,5/1/1994,24.8,Male,Single,0,3/9/2017,2,MAPASTEPEC,Secundaria
2/26/2019,TURNO 03,MXN,12/6/1985,33.2,Female,Single,3,3/9/2017,2,SOTEAPAN,Secundaria
2/26/2019,TURNO 02,MXN,7/14/1984,34.6,Male,Single,0,3/9/2017,2,GUSTAVO A MADERO,Bachillerato generál
2/26/2019,ADMINIST,MXN,1/28/1991,28.1,Male,Single,0,3/16/2017,2,JUAREZ,Universidad
2/26/2019,TURNO 04,MXN,9/26/1996,22.4,Male,Single,0,3/16/2017,2,JALISCO,Universidad
2/26/2019,TURNO 01,MXN,6/11/1967,51.7,Male,SigOth,3,3/16/2017,2,DURANGO,
2/26/2019,ADMINIST,MXN,9/17/1985,33.5,Male,Single,0,3/16/2017,2,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,11/16/1988,30.3,Male,Single,0,3/16/2017,2,VERACRUZ,Secundaria
2/26/2019,TURNO 02,MXN,1/25/1999,20.1,Male,Marr.,0,3/16/2017,2,TABASCO,Bachillerato generál
2/26/2019,TURNO 02,MXN,8/9/1982,36.6,Male,SigOth,1,3/23/2017,1.9,MONTERREY,Bachillerato generál
2/26/2019,TURNO 03,MXN,12/8/1996,22.2,Male,Single,0,3/23/2017,1.9,MOLOACAN,Carrera técnica
2/26/2019,TURNO 02,MXN,12/13/1970,48.2,Male,Marr.,4,3/23/2017,1.9,JUAREZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,2/23/1982,37,Female,Marr.,2,3/23/2017,1.9,DELICIAS,Secundaria
2/26/2019,ADMINIST,MXN,6/23/1977,41.7,Male,Marr.,4,3/23/2017,1.9,OCAMPO,Carrera técnica
2/26/2019,TURNO 01,MXN,2/13/1995,24.1,Male,Single,0,3/30/2017,1.9,COSCOMATEPEC,Secundaria
2/26/2019,TURNO 01,MXN,12/17/1990,28.2,Male,Single,0,3/30/2017,1.9,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,6/14/1986,32.7,Male,SigOth,2,4/6/2017,1.9,JUAREZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,7/22/1994,24.6,Female,Single,1,4/6/2017,1.9,NAZAS,Bachillerato generál
2/26/2019,TURNO 03,MXN,2/8/1997,22.1,Male,Single,0,4/6/2017,1.9,CD JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,3/13/1975,44,Male,Marr.,2,4/6/2017,1.9,IXTAPALAPA,Universidad
2/26/2019,TURNO 02,MXN,8/6/1993,25.6,Male,Single,0,4/6/2017,1.9,PASO DE OVEJAS,Bachillerato generál
2/26/2019,TURNO 01,MXN,7/6/1988,30.7,Male,Marr.,0,4/12/2017,1.9,JUAREZ,Bachillerato generál
2/26/2019,TURNO 02,MXN,5/23/1998,20.8,Male,Single,0,4/12/2017,1.9,TAPACHULA,Bachillerato generál
2/26/2019,TURNO 02,MXN,8/30/1972,46.5,Male,Marr.,3,4/12/2017,1.9,VERACRUZ,Carrera técnica
2/26/2019,ADMINIST,MXN,6/6/1976,42.8,Male,SigOth,3,4/12/2017,1.9,ZACATECAS,Universidad
2/26/2019,TURNO 03,MXN,8/16/1995,23.5,Male,SigOth,1,4/12/2017,1.9,VERACRUZ,Carrera técnica
2/26/2019,TURNO 03,MXN,10/1/1981,37.4,Male,Marr.,3,4/12/2017,1.9,DURANGO,Bachillerato generál
2/26/2019,TURNO 05,MXN,12/29/1990,28.2,Male,Single,0,4/12/2017,1.9,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,7/16/1966,52.7,Male,Marr.,2,4/12/2017,1.9,VERACRUZ,Universidad
2/26/2019,TURNO 01,MXN,1/31/1996,23.1,Female,Single,0,4/20/2017,1.9,JUAREZ,Universidad
2/26/2019,TURNO 03,MXN,5/19/1981,37.8,Male,Wid.,4,4/20/2017,1.9,COATZACOALCOS,
2/26/2019,TURNO 01,MXN,9/11/1991,27.5,Male,Single,0,4/20/2017,1.9,MONCLOVA,Carrera técnica
2/26/2019,TURNO 05,MXN,10/5/1983,35.4,Male,Marr.,2,4/20/2017,1.9,OTEAPAN,Universidad
2/26/2019,TURNO 03,MXN,7/8/1993,25.7,Male,SigOth,1,4/20/2017,1.9,JUAREZ,Universidad
2/26/2019,TURNO 04,MXN,8/21/1980,38.5,Male,Marr.,1,4/24/2017,1.8,ARRIAGA,Secundaria
2/26/2019,TURNO 01,MXN,2/24/1992,27,Female,SigOth,0,4/20/2017,1.9,DURANGO,Universidad
2/26/2019,TURNO 03,MXN,3/13/1985,34,Female,Single,0,4/20/2017,1.9,VERACRUZ,Universidad
2/26/2019,TURNO 02,MXN,7/10/1997,21.6,Male,Single,0,4/20/2017,1.9,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,5/2/1979,39.8,Male,Marr.,2,4/20/2017,1.9,TAMAULIPAS,Secundaria
2/26/2019,TURNO 01,MXN,12/8/1993,25.2,Male,Single,0,4/27/2017,1.8,JUAREZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,11/14/1990,28.3,Male,Single,1,4/27/2017,1.8,ACAMBARO,Bachillerato generál
2/26/2019,ADMINIST,MXN,1/15/1994,25.1,Male,Single,0,4/27/2017,1.8,JUAREZ,Universidad
2/26/2019,TURNO 05,MXN,6/24/1995,23.7,Male,Marr.,0,4/27/2017,1.8,JUAREZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,2/10/1984,35.1,Male,SigOth,2,4/27/2017,1.8,DURANGO,
2/26/2019,TURNO 04,MXN,4/26/1994,24.9,Male,Marr.,2,4/27/2017,1.8,TORREON,Universidad
2/26/2019,TURNO 01,MXN,12/27/1997,21.2,Male,Single,0,4/27/2017,1.8,CD JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,4/8/1974,44.9,Male,Marr.,3,4/27/2017,1.8,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,11/3/1986,32.3,Male,Single,0,4/27/2017,1.8,JUAREZ,Carrera técnica
2/26/2019,TURNO 01,MXN,7/26/1992,26.6,Male,Single,0,5/4/2017,1.8,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,2/23/1996,23,Male,SigOth,0,5/4/2017,1.8,VERACRUZ,Universidad
2/26/2019,TURNO 01,MXN,5/22/1998,20.8,Male,Single,0,5/4/2017,1.8,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,12/30/1972,46.2,Male,Marr.,2,5/4/2017,1.8,TAMAULIPAS,
2/26/2019,TURNO 02,MXN,7/19/1983,35.6,Female,SigOth,3,5/4/2017,1.8,JUAREZ,Bachillerato generál
2/26/2019,TURNO 04,MXN,4/8/1973,45.9,Male,Marr.,2,5/4/2017,1.8,DURANGO,Secundaria
2/26/2019,TURNO 04,MXN,8/29/1994,24.5,Male,Single,0,5/4/2017,1.8,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,3/26/1998,20.9,Male,Single,0,5/4/2017,1.8,JUAREZ,Carrera técnica
2/26/2019,ADMINIST,MXN,5/6/1994,24.8,Male,SigOth,1,5/11/2017,1.8,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,3/13/1986,33,Male,,0,9/20/2010,8.4,,Universidad
2/26/2019,TURNO 01,MXN,3/23/1989,30,Male,SigOth,0,5/18/2017,1.8,CARDENAS,Secundaria
2/26/2019,TURNO 02,MXN,8/1/1994,24.6,Male,Single,0,5/18/2017,1.8,VERACRUZ,Secundaria
2/26/2019,TURNO 02,MXN,9/15/1982,36.5,Female,SigOth,1,5/18/2017,1.8,BENITO JUAREZ,Secundaria
2/26/2019,TURNO 01,MXN,1/10/1986,33.2,Male,Marr.,2,5/18/2017,1.8,VERACRUZ,Secundaria
2/26/2019,TURNO 01,MXN,4/19/1990,28.9,Male,SigOth,2,5/15/2017,1.8,JUAREZ,Carrera técnica
2/26/2019,TURNO 03,MXN,11/28/1984,34.3,Male,SigOth,2,5/18/2017,1.8,NOMBRE DE DIOS,Bachillerato generál
2/26/2019,ADMINIST,MXN,10/22/1995,23.4,Male,Single,0,5/18/2017,1.8,CHIHUAHUA,Universidad
2/26/2019,TURNO 02,MXN,12/21/1998,20.2,Female,Single,0,5/22/2017,1.8,JUAREZ,Carrera técnica
2/26/2019,TURNO 02,MXN,12/4/1979,39.3,Male,Marr.,1,5/25/2017,1.8,TIERRA BLANCA,Carrera técnica
2/26/2019,TURNO 03,MXN,7/3/1978,40.7,Female,Marr.,3,5/25/2017,1.8,TUXTEPEC,Secundaria
2/26/2019,ADMINIST,MXN,2/5/1978,41.1,Male,Marr.,3,6/1/2017,1.7,DURANGO,
2/26/2019,TURNO 04,MXN,1/23/1984,35.1,Male,Marr.,1,6/1/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,10/24/1966,52.4,Male,Marr.,4,6/1/2017,1.7,DURANGO,Carrera técnica
2/26/2019,TURNO 01,MXN,1/14/1995,24.1,Male,Single,0,6/1/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 03,MXN,5/6/1993,25.8,Male,SigOth,1,5/29/2017,1.7,CHIAPAS,Bachillerato generál
2/26/2019,ADMINIST,MXN,8/4/1993,25.6,Female,Single,0,6/8/2017,1.7,JUAREZ,Carrera técnica
2/26/2019,ADMINIST,MXN,1/31/1996,23.1,Male,Marr.,0,6/8/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,3/2/1981,38,Male,Marr.,0,6/8/2017,1.7,TLALTENANGO DE SANCHEZ,
2/26/2019,TURNO 01,MXN,2/18/1992,27,Female,Single,1,6/8/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,12/20/1973,45.2,Male,SigOth,3,6/8/2017,1.7,VERACRUZ,Carrera técnica
2/26/2019,TURNO 04,MXN,8/12/1998,20.6,Male,Single,0,6/8/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,12/22/1975,43.2,Male,Marr.,2,6/8/2017,1.7,JUAREZ,
2/26/2019,TURNO 01,MXN,7/25/1971,47.6,Male,Marr.,3,6/8/2017,1.7,MATAMOROS,Bachillerato generál
2/26/2019,TURNO 02,MXN,3/10/1972,47,Female,Single,0,6/15/2017,1.7,LOMA BONITA,Secundaria
2/26/2019,TURNO 01,MXN,7/26/1990,28.6,Male,Marr.,2,6/15/2017,1.7,DURANGO,Secundaria
2/26/2019,ADMINIST,MXN,1/23/1979,40.1,Female,Marr.,0,6/15/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 03,MXN,1/3/1997,22.2,Male,Single,0,6/22/2017,1.7,JUAREZ,Bachillerato generál
2/26/2019,TURNO 03,MXN,7/18/1983,35.6,Male,Marr.,2,6/22/2017,1.7,DURANGO,Bachillerato generál
2/26/2019,TURNO 01,MXN,8/18/1991,27.5,Male,,0,6/22/2017,1.7,JUAREZ,Bachillerato generál
2/26/2019,TURNO 01,MXN,10/27/1994,24.4,Male,Single,0,6/22/2017,1.7,COAHUILA,Carrera técnica
2/26/2019,TURNO 03,MXN,11/24/1992,26.3,Male,Marr.,1,6/22/2017,1.7,ATOYAC,Universidad
2/26/2019,TURNO 04,MXN,2/27/1995,24,Male,Single,0,6/29/2017,1.7,TIJUANA,Universidad
2/26/2019,ADMINIST,MXN,10/2/1992,26.4,Female,Single,0,6/29/2017,1.7,DURANGO,Bachillerato generál
2/26/2019,TURNO 03,MXN,10/7/1993,25.4,Male,Marr.,1,6/29/2017,1.7,JUAREZ,Secundaria
2/26/2019,TURNO 01,MXN,10/6/1994,24.4,Female,Single,0,6/29/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 02,MXN,3/24/1996,22.9,Male,Single,0,6/29/2017,1.7,SONORA,Universidad
2/26/2019,TURNO 03,MXN,11/7/1980,38.3,Male,Marr.,3,6/29/2017,1.7,DURANGO,Secundaria
2/26/2019,TURNO 01,MXN,9/13/1988,30.5,Male,Marr.,1,6/29/2017,1.7,DURANGO,Secundaria
2/26/2019,TURNO 01,MXN,11/28/1988,30.3,Male,Single,0,6/29/2017,1.7,TORREON,Secundaria
2/26/2019,TURNO 05,MXN,7/22/1988,30.6,Male,Marr.,2,6/29/2017,1.7,JUAREZ,Universidad
2/26/2019,TURNO 03,MXN,10/17/1995,23.4,Male,Marr.,0,6/29/2017,1.7,VERACRUZ,Secundaria
2/26/2019,TURNO 02,MXN,4/3/1974,44.9,Male,SigOth,2,6/29/2017,1.7,OAXACA,Bachillerato generál
2/26/2019,TURNO 04,MXN,9/21/1977,41.5,Male,Marr.,0,6/7/1993,25.7,LERDO DGO.,Bachillerato generál
2/26/2019,TURNO 05,MXN,10/30/1970,48.4,Male,Marr.,3,1/3/1994,25.2,CD. JUAREZ CHIH.,Bachillerato generál
2/26/2019,TURNO 01,MXN,1/18/1967,52.1,Male,SigOth,6,5/4/1994,24.8,"PARRAL, CHIH",Secundaria
2/26/2019,TURNO 04,MXN,10/7/1972,46.4,Male,Div.,3,8/15/1994,24.6,FRESNILLO ZA,Bachillerato generál
2/26/2019,TURNO 01,MXN,11/17/1972,46.3,Male,Marr.,2,9/12/1994,24.5,CD. DELICIAS,Universidad
2/26/2019,ADMINIST,MXN,5/24/1972,46.8,Male,Marr.,2,11/23/1994,24.3,CD. JUAREZ,Universidad
2/26/2019,TURNO 01,MXN,4/18/1971,47.9,Male,SigOth,3,4/11/1995,23.9,CD. JUAREZ,Secundaria
2/26/2019,TURNO 01,MXN,7/22/1971,47.6,Male,Marr.,3,6/20/1995,23.7,JUAREZ,Primaria
2/26/2019,TURNO 02,MXN,4/5/1966,52.9,Male,Marr.,2,8/8/1995,23.6,JUAREZ,Secundaria
2/26/2019,TURNO 04,MXN,1/26/1970,49.1,Male,SigOth,2,8/31/1995,23.5,TORREON,Bachillerato generál
